Thickness # 1 in nm vs. Position
X (cm)	Y (cm)	Z
-0.900000	-0.450000	464.407043
-0.450000	-0.450000	460.114349
0.000000	-0.450000	457.383453
0.450000	-0.450000	455.781586
0.900000	-0.450000	453.343903
1.350000	-0.450000	450.486145
1.800000	-0.450000	450.037201
2.250000	-0.450000	449.730469
2.700000	-0.450000	450.109375
3.150000	-0.450000	450.768158
3.600000	-0.450000	452.958160
4.050000	-0.450000	456.242126
4.050000	-0.900000	473.848328
3.600000	-0.900000	469.249084
3.150000	-0.900000	466.423828
2.700000	-0.900000	464.561096
2.250000	-0.900000	464.225891
1.800000	-0.900000	462.558777
1.350000	-0.900000	462.532410
0.900000	-0.900000	463.033600
0.450000	-0.900000	464.382477
-0.000000	-0.900000	466.289398
-0.450000	-0.900000	468.390533
-0.900000	-0.900000	470.537659
-1.350000	-0.900000	473.785706
-1.800000	-0.900000	478.163818
-2.250000	-0.900000	482.303070
-2.700000	-0.900000	485.466736
-3.150000	-0.900000	488.540436
-3.600000	-0.900000	496.338135
-4.050000	-0.900000	515.635376
-4.050000	-1.350000	515.449707
-3.600000	-1.350000	496.199280
-3.150000	-1.350000	486.744812
-2.700000	-1.350000	485.267426
-2.250000	-1.350000	482.164490
-1.800000	-1.350000	480.365906
-1.350000	-1.350000	477.044434
-0.900000	-1.350000	476.012848
-0.450000	-1.350000	474.838379
0.000000	-1.350000	473.973877
0.450000	-1.350000	473.157074
0.900000	-1.350000	473.226807
1.350000	-1.350000	473.645264
1.800000	-1.350000	475.104492
2.250000	-1.350000	477.060303
2.700000	-1.350000	479.333984
3.150000	-1.350000	482.175446
3.600000	-1.350000	485.750732
4.050000	-1.350000	491.654785
4.050000	-1.800000	509.406067
3.600000	-1.800000	502.475677
3.150000	-1.800000	497.635315
2.700000	-1.800000	494.062317
2.250000	-1.800000	489.930115
1.800000	-1.800000	487.288239
1.350000	-1.800000	484.576752
0.900000	-1.800000	482.686523
0.450000	-1.800000	481.533295
-0.000000	-1.800000	480.735352
-0.450000	-1.800000	480.285492
-0.900000	-1.800000	480.007874
-1.350000	-1.800000	480.491302
-1.800000	-1.800000	481.592590
-2.250000	-1.800000	482.247375
-2.700000	-1.800000	483.467712
-3.150000	-1.800000	484.957764
-3.600000	-1.800000	495.873444
-4.050000	-1.800000	513.235962
-3.600000	-2.250000	498.433929
-3.150000	-2.250000	482.506897
-2.700000	-2.250000	479.558746
-2.250000	-2.250000	481.160065
-1.800000	-2.250000	482.266357
-1.350000	-2.250000	482.519684
-0.900000	-2.250000	483.535645
-0.450000	-2.250000	484.732605
0.000000	-2.250000	486.634949
0.450000	-2.250000	489.046814
0.900000	-2.250000	491.615082
1.350000	-2.250000	494.531067
1.800000	-2.250000	498.671539
2.250000	-2.250000	502.877441
2.700000	-2.250000	507.706360
3.150000	-2.250000	512.675415
3.600000	-2.250000	519.350952
3.600000	-2.700000	536.939575
3.150000	-2.700000	527.720886
2.700000	-2.700000	521.067017
2.250000	-2.700000	515.057434
1.800000	-2.700000	509.834381
1.350000	-2.700000	504.451996
0.900000	-2.700000	499.855072
0.450000	-2.700000	496.067810
-0.000000	-2.700000	491.818695
-0.450000	-2.700000	488.459534
-0.900000	-2.700000	485.848450
-1.350000	-2.700000	484.173645
-1.800000	-2.700000	481.423279
-2.250000	-2.700000	477.594910
-2.700000	-2.700000	475.706146
-3.150000	-2.700000	483.369476
-3.600000	-2.700000	501.004089
-3.150000	-3.150000	492.632263
-2.700000	-3.150000	475.360596
-2.250000	-3.150000	474.712738
-1.800000	-3.150000	479.659027
-1.350000	-3.150000	483.658264
-0.900000	-3.150000	487.565674
-0.450000	-3.150000	491.554047
0.000000	-3.150000	496.506348
0.450000	-3.150000	501.899109
0.900000	-3.150000	507.232178
1.350000	-3.150000	513.780090
1.800000	-3.150000	520.314087
2.250000	-3.150000	527.176941
2.700000	-3.150000	534.831360
3.150000	-3.150000	544.558289
2.700000	-3.600000	550.665649
2.250000	-3.600000	539.620789
1.800000	-3.600000	530.405762
1.350000	-3.600000	522.633667
0.900000	-3.600000	514.793274
0.450000	-3.600000	507.100433
-0.000000	-3.600000	500.320953
-0.450000	-3.600000	493.862213
-0.900000	-3.600000	487.746399
-1.350000	-3.600000	481.931641
-1.800000	-3.600000	476.084473
-2.250000	-3.600000	473.378754
-2.700000	-3.600000	487.094299
-1.800000	-4.050000	476.634521
-1.350000	-4.050000	479.803802
-0.900000	-4.050000	486.571594
-0.450000	-4.050000	493.962646
0.000000	-4.050000	502.129883
0.450000	-4.050000	511.051331
0.900000	-4.050000	521.035034
1.350000	-4.050000	531.734680
1.800000	-4.050000	541.758484
-0.000000	-4.500000	500.285645
